codigo;descricao;fabricacao;bitola;unidade 
GA-05-09;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"4""";pç 
GA-25-01;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"1/2""";pç 
GA-25-02;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"3/4""";pç 
GA-25-03;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"1""";pç 
GA-25-04;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"1 1/4""";pç 
GA-25-05;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"1 1/2""";pç 
GA-25-06;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"2""";pç 
GA-25-07;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"2 1/2""";pç 
GA-25-08;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"3""";pç 
GA-25-09;ABRAÇADEIRA DE UNIÃO VERTICAL PARA ELETRODUTOS, FABRICADA EM AÇO GALVANIZADO A FOGO.;POLEODUTO OU SIMILAR ;"4""";pç 
AM-05-05;ABRAÇADEIRA GUIA SIMPLES PARA CABO, FABRICADA EM AÇO GALVANIZADA A FOGO, ROLDANA ISOLANTE EM POLIPROPILENO, PARA 1 DESCIDA.;TERMOTÉCNICA OU SIMILAR;"1 1/2"" x 200mm";pç 
AM-05-06;ABRAÇADEIRA GUIA DUPLA PARA CABO, FABRICADA EM AÇO GALVANIZADA A FOGO, ROLDANA ISOLANTE EM POLIPROPILENO, PARA 1 DESCIDA.;TERMOTÉCNICA OU SIMILAR;"1 1/2"" x 200mm";pç 
AM-02-01;ABRAÇADEIRA REFORÇADA PARA  MASTRO, FABRICADA EM AÇO GALVANIZADO A FOGO;TERMOTÉCNICA OU SIMILAR;"1.1/2""";pç 
AM-02-02;ABRAÇADEIRA REFORÇADA PARA  MASTRO, FABRICADA EM AÇO GALVANIZADO A FOGO;TERMOTÉCNICA OU SIMILAR;"2""";pç 
GA-02-01;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"1/2""";pç 
GA-02-02;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"3/4""";pç 
GA-02-03;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"1""";pç 
GA-02-04;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"1 1/4""";pç 
GA-02-05;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"1 1/2""";pç 
GA-02-06;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"2""";pç 
GA-02-07;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"2 1/2""";pç 
GA-02-08;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"3""";pç 
GA-02-09;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.";POLEODUTO OU SIMILAR ;"4""";pç 
GA-22-01;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"1/2""";pç 
GA-22-02;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"3/4""";pç 
GA-22-03;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"1""";pç 
GA-22-04;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"1 1/4""";pç 
GA-22-05;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"1 1/2""";pç 
GA-22-06;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"2""";pç 
GA-22-07;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"2 1/2""";pç 
GA-22-08;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"3""";pç 
GA-22-09;"ABRAÇADEIRA TIPO ""D"" CIRCULAR, FARICADA EM AÇO GALVANIZADO A FOGO.";POLEODUTO OU SIMILAR ;"4""";pç 
GA-03-01;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"1/2""";pç 
GA-03-02;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"3/4""";pç 
GA-03-03;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"1""";pç 
GA-03-04;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"1 1/4""";pç 
GA-03-05;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"1 1/2""";pç 
GA-03-06;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"2""";pç 
GA-03-07;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"2 1/2""";pç 
GA-03-08;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"3""";pç 
GA-03-09;ABRAÇADEIRA TIPO ÔMEGA , FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA;POLEODUTO OU SIMILAR ;"4""";pç 
GA-04-01;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"1/2""";pç 
GA-04-02;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"3/4""";pç 
GA-04-03;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"1""";pç 
GA-04-04;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"1 1/4""";pç 
GA-04-05;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"1 1/2""";pç 
GA-04-06;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"2""";pç 
GA-04-07;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"2 1/2""";pç 
GA-04-08;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"3""";pç 
GA-04-09;ABRAÇADEIRA TIPO UNHA, FABRICADA EM AÇO GALVANIZAÇÃO ELETROLÍTICA.;POLEODUTO OU SIMILAR ;"4""";pç 
IB-02-51;BRAÇO CURVO CURTO COM SAPATA, 15º, PARA INSTALAÇÃO DE LUMINÁRIA EM POSTE, FABRICADO EM AÇO GALVANIZADO.;GRAVIA OU SIMILAR;60,3 x 2000 mm;pç 
RB-DD-01;"BRAÇO TIPO ""C"", FABRICADO EM AÇO ZINCADO A QUENTE, PARA 03 ISOLADORES.";PLP BRASIL OU SIMILAR;;pç 
EB-14-01;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"1/2"" BSP";pç 
EB-14-02;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"3/4"" BSP";pç 
EB-14-03;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"1"" BSP";pç 
EB-14-04;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"1 1/4"" BSP";pç 
EB-14-05;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"1 1/2"" BSP";pç 
EB-14-06;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"2"" BSP";pç 
EB-14-07;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"2 1/2"" BSP";pç 
EB-14-08;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"3"" BSP";pç 
EB-14-09;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"4"" BSP";pç 
EB-44-01;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"1/2"" BSP";pç 
EB-44-02;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"3/4"" BSP";pç 
EB-44-03;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"1"" BSP";pç 
EB-44-04;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"1 1/4"" BSP";pç 
EB-44-05;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"1 1/2"" BSP";pç 
EB-44-06;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"2"" BSP";pç 
EB-44-07;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"2 1/2"" BSP";pç 
EB-44-08;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"3"" BSP";pç 
EB-44-09;BUCHA COM TERMINAL SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZADO A FOGO, COM ROSCA INTERNA.;NUTSTEEL OU SIMILAR;"4"" BSP";pç 
EB-16-01;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"1/2"" BSP";pç 
EB-16-02;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"3/4"" BSP";pç 
EB-16-03;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"1"" BSP";pç 
EB-16-04;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"1 1/4"" BSP";pç 
EB-16-05;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"1 1/2"" BSP";pç 
EB-16-06;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"2"" BSP";pç 
EB-16-07;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"2 1/2"" BSP";pç 
EB-16-08;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"3"" BSP";pç 
EB-16-09;BUCHA COM TERMINAL TERMINAL ISOLADA SEXTAVADA PARA ELETRODUTO, EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UM ANEL ISOLANTE DE BAQUELITE, COM ROSCA INTERNA;NUTSTELL OU SIMILAR;"4"" BSP";pç 
OL-4N-DF;BUCHA DE EXPANSÃO EM NYLON PARA PARAFUSO DE ROSCA SOBERBA.;POLEODUTO OU SIMILAR;S6;pç 
OL-4N-DG;BUCHA DE EXPANSÃO EM NYLON PARA PARAFUSO DE ROSCA SOBERBA. S8;POLEODUTO OU SIMILAR;S8;pç 
OL-4N-GF;BUCHA DE EXPANSÃO EM NYLON PARA PARAFUSO DE ROSCA SOBERBA.;POLEODUTO OU SIMILAR;S10;pç 
OL-4N-GF;BUCHA DE EXPANSÃO EM NYLON PARA PARAFUSO DE ROSCA SOBERBA.;POLEODUTO OU SIMILAR;S10;pç 
OL-4N-GH;BUCHA DE EXPANSÃO EM NYLON PARA PARAFUSO DE ROSCA SOBERBA.;POLEODUTO OU SIMILAR;S12;pç 
HB-02-21;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"3/4"" x 1/2"" BSP";pç 
HB-02-31;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"1"" x 1/2"" BSP";pç 
HB-02-32;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"1"" x 3/4"" BSP";pç 
HB-02-51;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"1 1/2"" x 1/2"" BSP";pç 
HB-02-52;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"1 1/2"" x 3/4"" BSP";pç 
HB-02-53;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"1 1/2"" x 1"" BSP";pç 
HB-02-61;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2"" x 1/2"" BSP";pç 
HB-02-62;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2"" x 3/4"" BSP";pç 
HB-02-63;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2"" x 1"" BSP";pç 
HB-02-65;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2"" x 1 1/2"" BSP";pç 
HB-02-71;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2 1/2""x1/2"" BSP";pç 
HB-02-72;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2 1/2""x3/4"" BSP";pç 
HB-02-73;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2 1/2"" x 1"" BSP";pç 
HB-02-75;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2 1/2"" x 1 1/2"" BSP";pç 
HB-02-76;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"2 1/2"" x 2"" BSP";pç 
HB-02-81;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"3""x1/2"" BSP";pç 
HB-02-82;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"3""x3/4"" BSP";pç 
HB-02-83;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"3""x1"" BSP";pç 
HB-02-85;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"3"" x 1 1/2"" BSP";pç 
HB-02-86;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"3"" x 2"" BSP";pç 
HB-02-87;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"3"" x 2 1/2"" BSP";pç 
HB-02-91;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"4""x1/2"" BSP";pç 
HB-02-92;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"4""x3/4"" BSP";pç 
HB-02-93;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"4""x1"" BSP";pç 
HB-02-95;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"4""x1 1/2"" BSP";pç 
HB-02-96;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"4""x2"" BSP";pç 
HB-02-97;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"4""x2 1/2"" BSP";pç 
HB-02-98;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZAÇÃO ELETROLÍTICA, COM UMA ROSCA BSP INTERNA E OUTRA BSP EXTERNA.;NUTSTEEL OU SIMILAR;"4""x3"" BSP";pç 
HB-22-21;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"3/4"" x 1/2"" BSP";pç 
HB-22-31;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"1"" x 1/2"" BSP";pç 
HB-22-32;"BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA. 1"" x 3/4"" BSP";NUTSTEEL OU SIMILAR;"1"" x 3/4"" BSP";pç 
HB-22-51;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"1 1/2"" x 1/2"" BSP";pç 
HB-22-52;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"1 1/2"" x 3/4"" BSP";pç 
HB-22-53;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"1 1/2"" x 1"" BSP";pç 
HB-22-61;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"2"" x 1/2"" BSP";pç 
HB-22-62;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"2"" x 3/4"" BSP";pç 
HB-22-63;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"2"" x 1"" BSP";pç 
HB-22-65;BUCHA DE REDUÇÃO, FABRICADA EM FERRO FUNDIDO GALVANIZADO A FOGO, COM UMA ROSCA INTERNA E OUTRA EXTERNA.;NUTSTEEL OU SIMILAR;"2"" x 1 1/2"" BSP";pç 
