codigo;descricao;fabricacao;bitola;unidade 
LM-20-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LM-30-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=600mm;pç 
LM-30-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=600mm;pç 
LM-30-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LM-30-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=600mm;pç 
LM-30-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LM-30-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL DE INVERSÃO 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LM-10-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=300mm;pç 
LM-10-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=300mm;pç 
LM-10-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LM-10-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=300mm;pç 
LM-10-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
LM-10-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LM-40-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=600mm;pç 
LM-40-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=600mm;pç 
LM-40-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LM-40-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=600mm;pç 
LM-40-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LM-40-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LM-13-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=300mm;pç 
LM-13-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=300mm;pç 
LM-13-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LM-13-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=300mm;pç 
LM-13-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
LM-13-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LM-23-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=600mm;pç 
LM-23-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=600mm;pç 
LM-23-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LM-23-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=600mm;pç 
LM-23-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LM-23-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL EXTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LM-16-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=300mm;pç 
LM-16-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=300mm;pç 
LM-16-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LM-16-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=300mm;pç 
LM-16-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
LM-16-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LM-26-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=600mm;pç 
LM-26-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=600mm;pç 
LM-26-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LM-26-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=600mm;pç 
LM-26-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LM-26-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 45º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LM-19-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=300mm;pç 
LM-19-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=300mm;pç 
LM-19-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=300mm;pç 
LM-19-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=300mm;pç 
LM-19-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=300mm;pç 
LM-19-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=300mm;pç 
LM-29-TA;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm R=600mm;pç 
LM-29-TC;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm R=600mm;pç 
LM-29-TD;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm R=600mm;pç 
LM-29-TE;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm R=600mm;pç 
LM-29-TF;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm R=600mm;pç 
LM-29-TI;TAMPA COM INCLINAÇÃO STANDARD, PARA CURVA VERTICAL INTERNA 90º TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm R=600mm;pç 
LM-09-A3;TAMPA COM INCLINAÇÃO STANDARD, PARA LEITO PARA CABOS TIPO LEVE-E, TRECHO RETO, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. FORNECIDA EM PEÇAS DE 3000mm DE COMPRIMENTO. (LARGURA=L);COGUMELO OU SIMILAR;L=200 mm;pç 
LM-09-C3;TAMPA COM INCLINAÇÃO STANDARD, PARA LEITO PARA CABOS TIPO LEVE-E, TRECHO RETO, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. FORNECIDA EM PEÇAS DE 3000mm DE COMPRIMENTO. (LARGURA=L);COGUMELO OU SIMILAR;L=300 mm;pç 
LM-09-D3;TAMPA COM INCLINAÇÃO STANDARD, PARA LEITO PARA CABOS TIPO LEVE-E, TRECHO RETO, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. FORNECIDA EM PEÇAS DE 3000mm DE COMPRIMENTO. (LARGURA=L);COGUMELO OU SIMILAR;L=400 mm;pç 
LM-09-E3;TAMPA COM INCLINAÇÃO STANDARD, PARA LEITO PARA CABOS TIPO LEVE-E, TRECHO RETO, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. FORNECIDA EM PEÇAS DE 3000mm DE COMPRIMENTO. (LARGURA=L);COGUMELO OU SIMILAR;L=500 mm;pç 
LM-09-F3;TAMPA COM INCLINAÇÃO STANDARD, PARA LEITO PARA CABOS TIPO LEVE-E, TRECHO RETO, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. FORNECIDA EM PEÇAS DE 3000mm DE COMPRIMENTO. (LARGURA=L);COGUMELO OU SIMILAR;L=600 mm;pç 
LM-09-I3;TAMPA COM INCLINAÇÃO STANDARD, PARA LEITO PARA CABOS TIPO LEVE-E, TRECHO RETO, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. FORNECIDA EM PEÇAS DE 3000mm DE COMPRIMENTO. (LARGURA=L);COGUMELO OU SIMILAR;L=800 mm;pç 
LO-T5-CA;TAMPA COM INCLINAÇÃO STANDARD, PARA REDUÇÃO À DIREITA TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=300, B=200;pç 
LO-T5-DA;TAMPA COM INCLINAÇÃO STANDARD, PARA REDUÇÃO À DIREITA TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400, B=200;pç 
LO-T5-DC;TAMPA COM INCLINAÇÃO STANDARD, PARA REDUÇÃO À DIREITA TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=400, B=300;pç 
LO-T5-EA;TAMPA COM INCLINAÇÃO STANDARD, PARA REDUÇÃO À DIREITA TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500, B=200;pç 
LO-T5-EC;TAMPA COM INCLINAÇÃO STANDARD, PARA REDUÇÃO À DIREITA TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500, B=300;pç 
LO-T5-ED;TAMPA COM INCLINAÇÃO STANDARD, PARA REDUÇÃO À DIREITA TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=500, B=400;pç 
LO-T5-FA;TAMPA COM INCLINAÇÃO STANDARD, PARA REDUÇÃO À DIREITA TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600, B=200;pç 
LO-T5-FC;TAMPA COM INCLINAÇÃO STANDARD, PARA REDUÇÃO À DIREITA TIPO LEVE-E, COM ABAS VOLTADAS PARA DENTRO, FABRICADA EM FIBRA DE VIDRO PELO PROCESSO DE PULTRUSÃO EM RESINA ESTERVINÍLICA AUTO-EXTINGUÍVEL. (LARGURA=L);COGUMELO OU SIMILAR;L=600, B=300;pç 
